sample_index,relative_path,method,reviewer_id,visually_plausible,obvious_artifact,artifact_type,review_scope,item_verdict,rating_source,output_resolved,provenance_class,independent,automated_assistance
430,10_0698.webp,fams,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.021_delta=0.000,outputs/03_anonymisation/06_styleid_fams/fams_images/10_0698.webp,heuristic_or_automatically_generated,no,yes
431,11_0062.webp,fams,author,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.034_delta=0.000,outputs/03_anonymisation/06_styleid_fams/fams_images/11_0062.webp,heuristic_or_automatically_generated,no,yes
431,11_0062.webp,fams,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.034_delta=0.000,outputs/03_anonymisation/06_styleid_fams/fams_images/11_0062.webp,heuristic_or_automatically_generated,no,yes
432,11_0481.webp,fams,author,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.033_delta=0.000,outputs/03_anonymisation/06_styleid_fams/fams_images/11_0481.webp,heuristic_or_automatically_generated,no,yes
432,11_0481.webp,fams,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.033_delta=0.000,outputs/03_anonymisation/06_styleid_fams/fams_images/11_0481.webp,heuristic_or_automatically_generated,no,yes
433,12_0478.webp,fams,author,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.035_delta=0.000,outputs/03_anonymisation/06_styleid_fams/fams_images/12_0478.webp,heuristic_or_automatically_generated,no,yes
433,12_0478.webp,fams,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.035_delta=0.000,outputs/03_anonymisation/06_styleid_fams/fams_images/12_0478.webp,heuristic_or_automatically_generated,no,yes
434,14_0050.webp,fams,author,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.106_delta=0.000,outputs/03_anonymisation/06_styleid_fams/fams_images/14_0050.webp,heuristic_or_automatically_generated,no,yes
434,14_0050.webp,fams,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.106_delta=0.000,outputs/03_anonymisation/06_styleid_fams/fams_images/14_0050.webp,heuristic_or_automatically_generated,no,yes
435,14_0528.webp,fams,author,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.024_delta=0.000,outputs/03_anonymisation/06_styleid_fams/fams_images/14_0528.webp,heuristic_or_automatically_generated,no,yes
435,14_0528.webp,fams,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.024_delta=0.000,outputs/03_anonymisation/06_styleid_fams/fams_images/14_0528.webp,heuristic_or_automatically_generated,no,yes
436,08_0189.webp,styleid_stylegan,author,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.031_delta=0.000,outputs/03_anonymisation/06_styleid_fams/styleid_images/08_0189.webp,heuristic_or_automatically_generated,no,yes
436,08_0189.webp,styleid_stylegan,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.031_delta=0.000,outputs/03_anonymisation/06_styleid_fams/styleid_images/08_0189.webp,heuristic_or_automatically_generated,no,yes
437,08_0490.webp,styleid_stylegan,author,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.017_delta=0.000,outputs/03_anonymisation/06_styleid_fams/styleid_images/08_0490.webp,heuristic_or_automatically_generated,no,yes
437,08_0490.webp,styleid_stylegan,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.017_delta=0.000,outputs/03_anonymisation/06_styleid_fams/styleid_images/08_0490.webp,heuristic_or_automatically_generated,no,yes
438,09_0230.webp,styleid_stylegan,author,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.015_delta=0.000,outputs/03_anonymisation/06_styleid_fams/styleid_images/09_0230.webp,heuristic_or_automatically_generated,no,yes
438,09_0230.webp,styleid_stylegan,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.015_delta=0.000,outputs/03_anonymisation/06_styleid_fams/styleid_images/09_0230.webp,heuristic_or_automatically_generated,no,yes
439,10_0065.webp,styleid_stylegan,author,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.052_delta=0.000,outputs/03_anonymisation/06_styleid_fams/styleid_images/10_0065.webp,heuristic_or_automatically_generated,no,yes
439,10_0065.webp,styleid_stylegan,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.052_delta=0.000,outputs/03_anonymisation/06_styleid_fams/styleid_images/10_0065.webp,heuristic_or_automatically_generated,no,yes
440,10_0122.webp,styleid_stylegan,author,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.028_delta=0.000,outputs/03_anonymisation/06_styleid_fams/styleid_images/10_0122.webp,heuristic_or_automatically_generated,no,yes
440,10_0122.webp,styleid_stylegan,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.028_delta=0.000,outputs/03_anonymisation/06_styleid_fams/styleid_images/10_0122.webp,heuristic_or_automatically_generated,no,yes
441,10_0130.webp,styleid_stylegan,author,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.037_delta=0.000,outputs/03_anonymisation/06_styleid_fams/styleid_images/10_0130.webp,heuristic_or_automatically_generated,no,yes
441,10_0130.webp,styleid_stylegan,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.037_delta=0.000,outputs/03_anonymisation/06_styleid_fams/styleid_images/10_0130.webp,heuristic_or_automatically_generated,no,yes
442,10_0212.webp,styleid_stylegan,author,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.047_delta=0.000,outputs/03_anonymisation/06_styleid_fams/styleid_images/10_0212.webp,heuristic_or_automatically_generated,no,yes
442,10_0212.webp,styleid_stylegan,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.047_delta=0.000,outputs/03_anonymisation/06_styleid_fams/styleid_images/10_0212.webp,heuristic_or_automatically_generated,no,yes
443,10_0311.webp,styleid_stylegan,author,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.013_delta=0.000,outputs/03_anonymisation/06_styleid_fams/styleid_images/10_0311.webp,heuristic_or_automatically_generated,no,yes
443,10_0311.webp,styleid_stylegan,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.013_delta=0.000,outputs/03_anonymisation/06_styleid_fams/styleid_images/10_0311.webp,heuristic_or_automatically_generated,no,yes
444,10_0320.webp,styleid_stylegan,author,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.028_delta=0.000,outputs/03_anonymisation/06_styleid_fams/styleid_images/10_0320.webp,heuristic_or_automatically_generated,no,yes
444,10_0320.webp,styleid_stylegan,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.028_delta=0.000,outputs/03_anonymisation/06_styleid_fams/styleid_images/10_0320.webp,heuristic_or_automatically_generated,no,yes
445,10_0357.webp,styleid_stylegan,author,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.032_delta=0.000,outputs/03_anonymisation/06_styleid_fams/styleid_images/10_0357.webp,heuristic_or_automatically_generated,no,yes
445,10_0357.webp,styleid_stylegan,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.032_delta=0.000,outputs/03_anonymisation/06_styleid_fams/styleid_images/10_0357.webp,heuristic_or_automatically_generated,no,yes
446,10_0473.webp,styleid_stylegan,author,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.027_delta=0.000,outputs/03_anonymisation/06_styleid_fams/styleid_images/10_0473.webp,heuristic_or_automatically_generated,no,yes
446,10_0473.webp,styleid_stylegan,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.027_delta=0.000,outputs/03_anonymisation/06_styleid_fams/styleid_images/10_0473.webp,heuristic_or_automatically_generated,no,yes
447,10_0483.webp,styleid_stylegan,author,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.058_delta=0.000,outputs/03_anonymisation/06_styleid_fams/styleid_images/10_0483.webp,heuristic_or_automatically_generated,no,yes
447,10_0483.webp,styleid_stylegan,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.058_delta=0.000,outputs/03_anonymisation/06_styleid_fams/styleid_images/10_0483.webp,heuristic_or_automatically_generated,no,yes
448,10_0490.webp,styleid_stylegan,author,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.042_delta=0.000,outputs/03_anonymisation/06_styleid_fams/styleid_images/10_0490.webp,heuristic_or_automatically_generated,no,yes
448,10_0490.webp,styleid_stylegan,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.042_delta=0.000,outputs/03_anonymisation/06_styleid_fams/styleid_images/10_0490.webp,heuristic_or_automatically_generated,no,yes
449,10_0529.webp,styleid_stylegan,author,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.008_delta=0.000,outputs/03_anonymisation/06_styleid_fams/styleid_images/10_0529.webp,heuristic_or_automatically_generated,no,yes
449,10_0529.webp,styleid_stylegan,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.008_delta=0.000,outputs/03_anonymisation/06_styleid_fams/styleid_images/10_0529.webp,heuristic_or_automatically_generated,no,yes
450,10_0698.webp,styleid_stylegan,author,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.021_delta=0.000,outputs/03_anonymisation/06_styleid_fams/styleid_images/10_0698.webp,heuristic_or_automatically_generated,no,yes
450,10_0698.webp,styleid_stylegan,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.021_delta=0.000,outputs/03_anonymisation/06_styleid_fams/styleid_images/10_0698.webp,heuristic_or_automatically_generated,no,yes
451,11_0062.webp,styleid_stylegan,author,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.037_delta=0.000,outputs/03_anonymisation/06_styleid_fams/styleid_images/11_0062.webp,heuristic_or_automatically_generated,no,yes
451,11_0062.webp,styleid_stylegan,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.037_delta=0.000,outputs/03_anonymisation/06_styleid_fams/styleid_images/11_0062.webp,heuristic_or_automatically_generated,no,yes
452,11_0481.webp,styleid_stylegan,author,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.038_delta=0.000,outputs/03_anonymisation/06_styleid_fams/styleid_images/11_0481.webp,heuristic_or_automatically_generated,no,yes
452,11_0481.webp,styleid_stylegan,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.038_delta=0.000,outputs/03_anonymisation/06_styleid_fams/styleid_images/11_0481.webp,heuristic_or_automatically_generated,no,yes
453,12_0478.webp,styleid_stylegan,author,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.034_delta=0.000,outputs/03_anonymisation/06_styleid_fams/styleid_images/12_0478.webp,heuristic_or_automatically_generated,no,yes
453,12_0478.webp,styleid_stylegan,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.034_delta=0.000,outputs/03_anonymisation/06_styleid_fams/styleid_images/12_0478.webp,heuristic_or_automatically_generated,no,yes
454,14_0050.webp,styleid_stylegan,author,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.100_delta=0.000,outputs/03_anonymisation/06_styleid_fams/styleid_images/14_0050.webp,heuristic_or_automatically_generated,no,yes
454,14_0050.webp,styleid_stylegan,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.100_delta=0.000,outputs/03_anonymisation/06_styleid_fams/styleid_images/14_0050.webp,heuristic_or_automatically_generated,no,yes
455,14_0528.webp,styleid_stylegan,author,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,author_residual_edge=0.023_delta=0.000,outputs/03_anonymisation/06_styleid_fams/styleid_images/14_0528.webp,heuristic_or_automatically_generated,no,yes
455,14_0528.webp,styleid_stylegan,partner,0,1,compositing_or_privacy_artifact,expanded_structured_visual_review,FAIL,partner_residual_edge=0.023_delta=0.000,outputs/03_anonymisation/06_styleid_fams/styleid_images/14_0528.webp,heuristic_or_automatically_generated,no,yes
456,day1/members/allie/08_0276.webp,diffusion_low_step,author,1,0,none,expanded_structured_visual_review,PASS,author_residual_edge=0.084_delta=0.060,outputs/03_anonymisation/04_diffusion/images/day1/members/allie/08_0276.webp,heuristic_or_automatically_generated,no,yes
456,day1/members/allie/08_0276.webp,diffusion_low_step,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.084_delta=0.060,outputs/03_anonymisation/04_diffusion/images/day1/members/allie/08_0276.webp,heuristic_or_automatically_generated,no,yes
457,day1/members/bjorn/18_0660.webp,diffusion_low_step,author,1,0,none,expanded_structured_visual_review,PASS,author_residual_edge=0.027_delta=0.002,outputs/03_anonymisation/04_diffusion/images/day1/members/bjorn/18_0660.webp,heuristic_or_automatically_generated,no,yes
457,day1/members/bjorn/18_0660.webp,diffusion_low_step,partner,1,0,none,expanded_structured_visual_review,PASS,partner_residual_edge=0.027_delta=0.002,outputs/03_anonymisation/04_diffusion/images/day1/members/bjorn/18_0660.webp,heuristic_or_automatically_generated,no,yes
458,day1/members/florian/16_0525.webp,diffusion_low_step,author,1,0,none,expanded_structured_visual_review,PASS,author_residual_edge=0.051_delta=0.096,outputs/03_anonymisation/04_diffusion/images/day1/members/florian/16_0525.webp,heuristic_or_automatically_generated,no,yes
